Field1_text,Field1_links,Field2
"Machine Learning Systems Intern
Brooklyn, NY
4 days ago",https://www.indeed.com/cmp/Etsy/jobs?jk=61fc002983c377b8&start=0#,"Company Description As an Etsy employee, you can do the work you love, be yourself, and make an impact in the lives of millions. Our commitments to diversity and inclusion, team culture and the spaces where we work all reflect our mission to keep commerce human.

Job Description


What’s the role?

We are looking for a Product Design Manager to lead a team focused on help, support, and compliance experiences for our customers and internal teams.

As a Product Design Manager at Etsy, you’ll connect unique small businesses with interested consumers and makers from around the world. Our team is growing, and we’re looking to add new leaders to help shape our people and products. Product Design Managers at Etsy lead our design team to create human-centered experiences across Etsy’s web and native apps. They collaborate with small, multidisciplinary teams to empower creative people worldwide to buy and sell the things they love.

Our exceptional design team is multi-disciplined, collaborative, and fun. We value continuous learning, optimism, and high-quality work. We have a healthy curiosity, a tolerance for ambiguity, and love making sense of complex problems. We’re driven by our motivation to create incredible experiences for our buyers and sellers.

What's product design like at Etsy?

Typically, product designers at Etsy work in a squad with a product manager, 3-7 engineers, a researcher, and an analyst. Together they drive their own part of Etsy, deliver solutions to challenging problems and get feedback directly from customers.

Day to day, it looks like:

Manage a team of 4 designers by mentoring and creating growth opportunities for those on your team

Partner with Product team leads to shape the vision, strategy, and operations of your initiatives

Ensure we are building the right products for our customers, and help teams take the best near-term steps toward their long-term vision

Advocate for our customer, and guide teams to deliver holistic, on-brand experiences by using our design system

Lead regular design reviews, critiques, and ideation sessions for your teams

Facilitate continuous learning and improvement for the product design team and its members

Recruit and hire outstanding design talent and facilitate onboarding of those new awesome designers

Work with Design Leadership to shape our teams’ culture, processes, tools



Qualifications


Manager level at Etsy means:

You can propose new, high-impact product improvements and align the group around an approach, all while taking into account capabilities and limitations of our product

You have a track record of leading through ambiguity and collaborating with research, analytics and engineers in a continuous delivery environment

You embody design quality, leveling up design skills, understand what success looks like in the ecommerce space and knowing how to shepherd execution through your design direction, to launch impactful experience change

You regularly make use of your soft skills to persuade and build alignment: listening, consensus-building, decision-making

You spend time providing leadership and mentorship to designers and help pilot new methodologies and approaches

You play a lead role in improving your team’s culture and engagement

Qualities we value in designer leaders:

1+ years Product Design people management experience

6+ years Product Design experience

Ability to communicate research findings and design decisions openly and confidently, regardless of the audience

Ability to give and receive honest, thoughtful, and direct feedback to encourage learning and growth

Comfortable with ambiguity; you enjoy figuring out what needs to be done—and then doing it

Nice to have: eCommerce and internal tools experience


Additional Information


What's Next

If you're interested in joining the team at Etsy, please send a cover letter and resume telling us why you'd be right for the position. As you’ve hopefully seen already, Etsy is a place that values individuality and variety. We don’t want you to be like everyone else — we want you to be like you! So write to us and tell us what you’re all about.

Also point us to any online presence you may have (weblog, Twitter, Facebook, rap sheet), and if you write, draw, practice a craft, or contribute to something you’re proud of, that means a lot to us too. We would love to hear about it.

Our Promise

At Etsy, we believe that a diverse, equitable and inclusive workplace makes us a more relevant, more competitive, and more resilient company. We encourage people from all backgrounds, ages, abilities, and experiences to apply. Etsy is an equal opportunity employer. We do not discriminate on the basis of race, color, ancestry, religion, national origin, sexual orientation, age, citizenship, marital or family status, disability, gender, gender identity or expression, pregnancy or caregiver status, veteran status, or any other legally protected status. We will ensure that individuals with disabilities are provided reasonable accommodations to participate in the job application and interview process, to perform essential job functions, and to receive other benefits and privileges of employment. While Etsy supports visa sponsorship, sponsorship opportunities may be limited to certain roles and skillsets."
"Senior Product Designer, Customer Growth
Brooklyn, NY
12 hours ago",https://www.indeed.com/cmp/Etsy/jobs?jk=2de005b405b2bd46&start=0#,"Company Description As an Etsy employee, you can do the work you love, be yourself, and make an impact in the lives of millions. Our commitments to diversity and inclusion, team culture and the spaces where we work all reflect our mission to keep commerce human.

Job Description


Etsy is looking for Machine Learning Engineering interns to join our Machine Learning Systems team for summer 2021. Our team's goal is to build real-time, configurable & scalable systems that enable state of the art machine learning algorithms for product experiences at Etsy.




Our interns attempt to push the boundaries of our ML platform & systems by investigating & building cutting-edge systems for Etsy. We are seeking individuals passionate in building systems & infrastructure for Recommender Systems, Information Retrieval, Natural Language Processing, Computational Advertising, Deep Learning and Computer Vision.




Please check dsml.etsy.com for more information about the team.

What We’re Working On

Platform for Reinforcement Learning / Bandit algorithms

Computer Vision systems

Realtime ML & Streaming services for Machine Learning

Centralized Feature Store

Approximate Nearest Neighbor systems

Who You Are

You share our values (below) and are looking for a company that has a solid mission.

You are currently enrolled in a full-time M.S. / Ph.D degree program in Computer Science / Machine Learning, or related fields.

Solid engineering & coding skills and proficiency in at least one programming language of python, Scala, Java or C/C++.

Hand-on experience in Machine learning frameworks & technologies such as Tensorflow / TFX, Pytorch, Kubeflow.

You have strong analytical and quantitative skills. You are familiar with techniques in at least one of the following fields: Machine Learning, Data Mining, Recommender Systems, Information Retrieval, Natural Language Processing, Computational Advertising, Deep Learning and Computer Vision.

You have the ability to quickly prototype ideas and can solve complex problems by adapting creative approaches.

Bonus: Practical experience designing & architecting machine learning systems.




What we care about

Curiosity and humility. We are dedicated to learning and constantly improving. We hope you also value things like blameless postmortems and have a natural drive to figure out how everything works.

Keeping it real. Etsy’s mission and values are a part of everything we do. We care about how our work affects real people in the community and enjoy opportunities to meet them. We are motivated by this mission every day.


Additional Information At Etsy, we believe that a diverse, equitable and inclusive workplace makes us a more relevant, more competitive, and more resilient company. We welcome people from all backgrounds, ethnicities, cultures, and experiences. Etsy is an equal opportunity employer. We do not discriminate on the basis of race, color, ancestry, religion, national origin, sexual orientation, age, citizenship, marital or family status, disability, gender identity or expression, veteran status, or any other legally protected status. We will ensure that individuals with disabilities are provided a reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. While Etsy supports visa sponsorship, sponsorship opportunities may be limited to certain roles and skillsets."
"Staff Software Engineer, API Platform
Brooklyn, NY
12 hours ago",https://www.indeed.com/cmp/Etsy/jobs?jk=0088ea8b36648af2&start=0#,"Company Description As an Etsy employee, you can do the work you love, be yourself, and make an impact in the lives of millions. Our commitments to diversity and inclusion, team culture and the spaces where we work all reflect our mission to keep commerce human.

Job Description


What’s the role?

We’re looking for an experienced Product Designer to support a variety of projects across our Seller Advertising and Marketing teams. This may include projects like helping our sellers better understand where their advertising traffic is coming from to tools to help Etsy affiliates promote favorite products and drive sales for Etsy sellers. You’ll be designing experiences across all of Etsy, including for our buyers, sellers, and internal users. We’re looking for you to bring a proven set of processes for solving different types of problems and to know when to apply the right tool for the job.

What's product design like at Etsy?

Typically, product designers at Etsy work in a squad with a product manager, 3-7 engineers, a researcher, and an analyst.Together they drive their own part of Etsy, deliver solutions to challenging problems and get feedback directly from customers.

Day to day, it looks like:

Discovering insights, opportunities, and requirements

Testing prototypes and hypotheses with users to collect feedback

Launching experiments and evaluating how they perform and how to iterate

Presenting your work to peers and leadership, async and in-person

Taking part in weekly design critiques, workshops, all hands and squad meetings

Thinking and writing about your process and documenting your decisions



Qualifications


Senior level at Etsy means:

You can run independently or give direction to designers within your team

You can lead workshops and effectively align the group around a vision and approach

You have a track record of designing complex flows and customer journeys

You can think and design at a system level, not just interface elements or pages

You’ll regularly make use of your soft skills: listening, negotiating, decision-making

You’ll spend time providing mentorship to other designers

You’ll play a key part in hiring, onboarding, and improving our team’s culture and engagement

Qualities we value in designers:

Effective articulation of ideas and design solutions

Expressing feedback with kindness and candor

Tolerance for ambiguity and healthy curiosity

Translation of quantitative & qualitative insights into design decisions

Contribution to our culture: motivation, optimism, quality, integrity


Additional Information

At Etsy, we believe that a diverse, equitable and inclusive workplace makes us a more relevant, more competitive, and more resilient company. We welcome people from all backgrounds, ethnicities, cultures, and experiences. Etsy is an equal opportunity employer. We do not discriminate on the basis of race, color, ancestry, religion, national origin, sexual orientation, age, citizenship, marital or family status, disability, gender identity or expression, veteran status, or any other legally protected status. We will ensure that individuals with disabilities are provided a reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. While Etsy supports visa sponsorship, sponsorship opportunities may be limited to certain roles and skillsets."
"Director of Engineering, Recommendation Initiative
San Francisco, CA
12 hours ago",https://www.indeed.com/cmp/Etsy/jobs?jk=df039d5a07b5c288&start=0#,"Company Description


As an Etsy employee, you can do the work you love, be yourself, and make an impact in the lives of millions. Our commitments to diversity and inclusion, team culture and the spaces where we work all reflect our mission to keep commerce human.

For candidates who will work in or from Colorado: The starting pay range for this role is between $144k and $151k, depending on experience and location. Full-time employees are also eligible for Etsy's bonus program, equity program, and amazing benefits package. See our Careers Page for more details.



Job Description


The API Platform team is responsible for the long-term technical vision of Etsy core business layer. We provide stewardship over existing API frameworks interlacing our codebase, from our data-fetching layers to our experimentation framework. You will collaborate with the team in helping us architect and build out the next version of our APIs and enable our customers, Product Engineering, to adopt it in an intuitive way.

This role is based in either Brooklyn, NY, or remote in the US.

This role involves:

providing technical leadership for Etsy's GraphQL integration and architectural guidance to product teams adopting GraphQL.
consulting teams across Etsy on best practices in building API for product development, facilitating adoption, and surfacing customer's pain points in the API infrastructure ergonomics
work on designing and implementing improvements involving topics of security, scaling, experimentation, and caching; collaborating with Security, Product Engineering, and Infrastructure teams


Qualifications


A successful candidate is:

experienced in building the core business layer of an application, designing for change, risk management, and scale
expert contributor to an object-oriented back-end framework (PHP preferred) and has practical knowledge of caching and distributed systems; knowledge of GraphQL is strongly preferred
takes the lead on directing and implementing solutions to significantly complex, unscoped problems
mindful, transparent, and communicative team member
knowledgeable of how software design decisions impact hardware resources
generous with their time and enjoys both being a mentor and a mentee.
committed to code quality and have a “leave it better than you found it” mentality; is willing to work with and improve on code they did not originally write.

Additional Information

At Etsy, we believe that a diverse, equitable and inclusive workplace makes us a more relevant, more competitive, and more resilient company. We welcome people from all backgrounds, ethnicities, cultures, and experiences. Etsy is an equal opportunity employer. We do not discriminate on the basis of race, color, ancestry, religion, national origin, sexual orientation, age, citizenship, marital or family status, disability, gender identity or expression, veteran status, or any other legally protected status. We will ensure that individuals with disabilities are provided a reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. While Etsy supports visa sponsorship, sponsorship opportunities may be limited to certain roles and skillsets."
"Senior Product Designer, Payments
Brooklyn, NY
12 hours ago",https://www.indeed.com/cmp/Etsy/jobs?jk=24ba35dd4b3a0649&start=0#,"Company Description As an Etsy employee, you can do the work you love, be yourself, and make an impact in the lives of millions. Our commitments to diversity and inclusion, team culture and the spaces where we work all reflect our mission to keep commerce human.

Job Description


Etsy is looking for an Engineering Director to lead its Recommendation initiative under the product engineering organization.

This is a full-time role located in San Francisco, CA or Brooklyn, NY, working with the VP of Engineering. (This position will be Remote until our offices reopen.)

As the Engineering Director focused on recommendations, you will be responsible for closely collaborating with your Design, Product and Data Science partners to co-create products that drive the vision and roadmap of recommendations at Etsy. You will lead an engineering organization composed of multiple distributed teams across North America and manage managers of those teams. We are looking for a senior leader who has the passion & experience to guide Etsy in building novel, buyer-centric, delightful recommendation experiences.

The ideal candidate has deep experience building ML products for recommendations and personalization at scale and incorporating them into product experiences. Additionally, this role requires excellent interpersonal and communication skills and the ability to understand and address product partners' needs. Candidates should have a relevant technical background, a track record of building large-scale ML products for user-centric experiences, and excellent people development and coaching skills.

About the initiative

The Recommendation initiative is a cross-functional group of product engineers, machine learning data scientists, product managers, designers, user researchers, and analysts. The initiative is responsible for creating engaging experiences maximizing state of the art machine learning across our buyer journey that help over 65 million customers discover the right items. With over 60 million items offered by 4.5 million sellers, the group brings value to our buyers, sellers, and Etsy by balancing e-commerce best practices with the exciting challenges posed by operating at scale.



Qualifications


About the role

Coach and grow engineering managers of the initiative and cultivate a strong, values-aligned culture within the organization.
Co-create the vision of the Recommendation initiative at Etsy with your product partners and drive its technical strategy.
Drive OKRs and set KPIs that clearly define the goals and success metrics for your organization.
Collaborate and foster positive relationships with other product and AI/ML teams across the company.
Attract top talent using your network and retain your managers and engineers through effective coaching and career growth.

About you

At least 3 years of experience in managing managers and at least 5 years of overall engineering management experience.
An excellent coach & mentor of managers and senior engineers.
Broad knowledge of recent advances in recommender systems (e.g. collaborative filtering, factorization machines, sequence-aware recommender systems, neural models) and have in-depth knowledge of machine learning lifecycle (e.g. feature & model selection, training, optimization).
Outstanding written and oral communication skills.
Exceptional organizational and analytical abilities.

Minimum requirements

MS/PhD in Computer Science, or related field or equivalent experience.
Experience scaling an engineering group and attracting high-caliber managers and engineers.
Proven industry experience in driving product experiences that combine UX and machine learning.
Experience in leading remote teams is a plus (but not required).

For candidates who will work in or from Colorado: The starting pay range for this role is between $207,000 and $227,000, depending on experience and location. Full-time employees are also eligible for Etsy's bonus program, equity program, and amazing benefits package. See our Careers Page for more details.


Additional Information

At Etsy, we believe that a diverse, equitable and inclusive workplace makes us a more relevant, more competitive, and more resilient company. We welcome people from all backgrounds, ethnicities, cultures, and experiences. Etsy is an equal opportunity employer. We do not discriminate on the basis of race, color, ancestry, religion, national origin, sexual orientation, age, citizenship, marital or family status, disability, gender identity or expression, veteran status, or any other legally protected status. We will ensure that individuals with disabilities are provided a reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. While Etsy supports visa sponsorship, sponsorship opportunities may be limited to certain roles and skillsets."
"UX Research Manager
Brooklyn, NY
12 hours ago",https://www.indeed.com/cmp/Etsy/jobs?jk=2cbe1cb96d914b32&start=0#,"Company Description


Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers around the world. As an Etsy employee, you’ll tackle unique problems alongside talented coworkers committed to Keeping Commerce Human. We're large enough that you'll focus on meaningful, complex challenges, but small enough that you can make a rewarding impact.



Job Description


What’s the role?

Etsy's payments platform helps millions of Etsy sellers safely and securely make transactions within our marketplace. Available in 43 countries, Etsy Payments enables buyers and sellers to transact in 19 currencies and offers 12 different methods to pay for items on our site.

The Payments team at Etsy is committed to creating and maintaining a resilient, frictionless, and scalable payments platform. This role offers an outstanding challenge that requires designers to work within ambiguous and complex problem spaces. As a Senior Product Designer, you will craft user experiences that strengthen the trust users have in the platform by simplifying complicated workflows for our sellers. You will be responsible for design experimentation on our existing features, and working with partners to develop and drive the direction of early-stage products focused on rapidly growing our platform to new and emerging markets.

What’s product design like at Etsy?

Typically, product designers at Etsy work in a squad with a product manager, 3-7 engineers, a researcher, and an analyst.Together they drive their own part of Etsy, deliver solutions to challenging problems and get feedback directly from customers.

Day-to-day looks like:

Discovering insights, opportunities, and requirements
Testing prototypes and hypotheses with users to collect feedback
Launching experiments and evaluating how they perform and how to iterate
Sharing your work to peers and leadership, async and in-person
Taking part in weekly design critiques, workshops, all hands, and squad meetings
Detailing your process and decisions
Developing insight for Etsy users
Team with product and engineering regularly to effectively dive into problem spaces and come up with solutions together


Qualifications


Senior level at Etsy means:

You can run independently or give direction to designers within your team
You can lead workshops and optimally align the group around a vision and approach
You have a track record of designing complex flows and customer journeys
You can think and design at a system level, not just interface elements or pages
You’ll regularly make use of your soft skills: listening, negotiating, decision-making
You’ll spend time providing mentorship to other designers
You’ll play a key part in hiring, onboarding, and improving our team’s culture and engagement

Qualities we value in designers:

Effective articulation of ideas and design solutions
Expressing feedback with courtesy and candor
Tolerance for ambiguity and healthy curiosity
Translation of quantitative & qualitative insights into design decisions
Ability to challenge status quo/or established norms

Please note: If you are expressing interest by applying to one Product Designer role, your application will automatically be considered for all open positions at that level. Please do not apply to roles at the same level. We have you covered!


Additional Information


What's Next

If you're interested in joining the team at Etsy, please send a cover letter and resume telling us why you'd be right for the position. As you’ve hopefully seen already, Etsy is a place that values individuality and variety. We don’t want you to be like everyone else — we want you to be like you! So write to us and tell us what you’re all about.

Also point us to any online presence you may have (weblog, Twitter, Facebook, rap sheet), and if you write, draw, practice a craft, or contribute to something you’re proud of, that means a lot to us too. We would love to hear about it.

Our Promise

At Etsy, we believe that a diverse, equitable and inclusive workplace makes us a more relevant, more competitive, and more resilient company. We encourage people from all backgrounds, ages, abilities, and experiences to apply. Etsy is an equal opportunity employer. We do not discriminate on the basis of race, color, ancestry, religion, national origin, sexual orientation, age, citizenship, marital or family status, disability, gender, gender identity or expression, pregnancy or caregiver status, veteran status, or any other legally protected status. We will ensure that individuals with disabilities are provided reasonable accommodations to participate in the job application and interview process, to perform essential job functions, and to receive other benefits and privileges of employment. While Etsy supports visa sponsorship, sponsorship opportunities may be limited to certain roles and skillsets."
"Technical Lead, Experimentation Science (BK or SF)
San Francisco, CA
12 hours ago",https://www.indeed.com/cmp/Etsy/jobs?jk=a730d366502d86e7&start=0#,"Company Description As an Etsy employee, you can do the work you love, be yourself, and make an impact in the lives of millions. Our commitments to diversity and inclusion, team culture and the spaces where we work all reflect our mission to keep commerce human.

Job Description


The Etsy research team helps the company understand our community of buyers and sellers and ensures customers are central to our decision making. We’re organized around two core areas - UX Research to inform our product experience, and Market Research to inform our brand strategy across channels. Our insights are part of the vernacular at Etsy and play a key role in building confidence around product decisions, brand behavior and our business strategy.

The team is growing, and we’re looking to add new leaders to help shape our research practice. As a Product Research Manager at Etsy, you will lead a group of UX Researchers that partner with teams of product managers, designers, analysts, and engineers as they plan, test and refine great experiences for our buyers and sellers.This position reports into the Head of Global Research.



Qualifications


Some things you'll do:

Lead a team of ~5 UX researchers, mentoring them on UX methods, prioritization and career development

Guide researchers on study design and wide range of generative and evaluative methods, including mixed-methods planning with quant and market researchers

Apply agile research techniques and explore new ways to deliver rich insights in a fast paced environment

Collaborate and communicate in a way that amplifies the voice of our customers, ensuring that the teams’ insights are embedded and acted upon

Run your own projects when the need arises

Partner with other research managers to grow and develop the research team via our toolkit, talent, and socialization techniques

Recruit and hire outstanding researchers and facilitate their onboarding experience

About You:

The ideal candidate will have 5+ years experience in product and user research, and has managed a team of researchers before, ideally at a dual-sided marketplace

You have 2+ years previous research management experience developing and motivating a high performance UX research team, and enjoy mentoring others on how to progress in their careers

You care deeply about understanding customer needs and delivering the best experience for them

You lead by example, and have track record of influencing product decision-making with inspirational, action-orientated and high quality research

You balance rigor and speed-to-learning, and guide your teams on research plans and methodologies that do the same

You’re comfortable using a wide range of creative socialization techniques

You triangulate data, and are able to spot trends and opportunities through synthesizing various qualitative and quantitative inputs

You are a connector and build excellent internal and external relationships with key stakeholders


Additional Information

At Etsy, we believe that a diverse, equitable and inclusive workplace makes us a more relevant, more competitive, and more resilient company. We welcome people from all backgrounds, ethnicities, cultures, and experiences. Etsy is an equal opportunity employer. We do not discriminate on the basis of race, color, ancestry, religion, national origin, sexual orientation, age, citizenship, marital or family status, disability, gender identity or expression, veteran status, or any other legally protected status. We will ensure that individuals with disabilities are provided a reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. While Etsy supports visa sponsorship, sponsorship opportunities may be limited to certain roles and skillsets."
"Director of Product, Data
Brooklyn, NY
3 days ago",https://www.indeed.com/cmp/Etsy/jobs?jk=66a38c013f38d1b0&start=0#,"Company Description As an Etsy employee, you can do the work you love, be yourself, and make an impact in the lives of millions. Our commitments to diversity and inclusion, team culture and the spaces where we work all reflect our mission to keep commerce human.

Job Description


Etsy is an international marketplace with 65M+ handmade and vintage items from passionate artists, designers and vintage collectors.

Within the central Data organization, Experimentation Science team focuses on making online & offline experimentation faster and more robust for Etsy. We develop self service tools that are being consumed by our Machine Learning, Analytics, Engineering and Product partners. We are looking for an experienced technical leader who can help build Etsy’s next generation experimentation platform.

For candidates who will work in or from Colorado: The starting pay range for this role is between $146,000 and $153,000, depending on experience and location. Full-time employees are also eligible for Etsy's bonus program, equity program, and amazing benefits package. See our Careers Page for more details.



Qualifications


What You'll Do:

Push the state of the art and apply the latest advances to improve experimentation at Etsy.

Prototype, optimize, and productionize experimentation techniques for both A/B and non-traditional experiments.

Build ML specific experimentation solutions (interleaving, MABs, Human annotation) to speed up algorithm development.

Work closely with engineers to scale experimentation solutions across Etsy products.

Work closely with product partners to understand their needs and translate them into practical solutions.

Share impactful and innovative work in the wider experimentation research community, including presenting at top-tier ML/DS/Stats conferences.

Basic requirements:

You have a track record of building methods/tools for offline and/or online experimentation.

You have a strong understanding of fundamentals of experimentation science including A/B testing, and causal analysis.

You are comfortable with Python, GoogleSQL, Pig, git, etc for writing robust prototype code. You are excited about learning new tools to help you get the job done.

Preferred requirements:

You have a Ph.D. degree in Statistics, Economics, Computer Science or related engineering fields and 5+ years of practical experimentation experience , or 8 years of experience in experimentation experience.

You are comfortable working with groups outside engineering and translating high-level business requirements into technical architecture. You should also be able to comfortably communicate with non-engineers about the technical details of our experimentation platform.

You have strong leadership skills including growing and mentoring others.

You have experience in experimentation in two-sided marketplaces.


Additional Information

At Etsy, we believe that a diverse, equitable and inclusive workplace makes us a more relevant, more competitive, and more resilient company. We welcome people from all backgrounds, ethnicities, cultures, and experiences. Etsy is an equal opportunity employer. We do not discriminate on the basis of race, color, ancestry, religion, national origin, sexual orientation, age, citizenship, marital or family status, disability, gender identity or expression, veteran status, or any other legally protected status. We will ensure that individuals with disabilities are provided a reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. While Etsy supports visa sponsorship, sponsorship opportunities may be limited to certain roles and skillsets."
"Product Manager, Checkout
Brooklyn, NY
27 days ago",https://www.indeed.com/cmp/Etsy/jobs?jk=31afea1db38a1284&start=0#,"Company Description


Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers around the world. As an Etsy employee, you’ll tackle unique problems alongside talented coworkers committed to Keeping Commerce Human. We're large enough that you'll focus on meaningful, complex challenges, but small enough that you can make a rewarding impact.



Job Description


We are looking for a high-impact product leader to manage a team of hardworking product managers. You will support engineering leaders in our Data organization to build out our suite of data driven services.

As the Director of Product, Data, you will solve complex problems for both internal and external customers, developing strategies and roadmaps, and executing those plans to build sustained value for our business. Do you have a passion for translating business-to-technical requirements, and vice versa? Do you build and communicate ambitious directions that encourage results, looking around corners for ways to serve customers? If so, this could be the perfect match.

This is a full-time position within our Data team, located in Brooklyn, NY or San Francisco CA, reporting to the VP of Product. It will be a remote position until our offices reopen.

In this role you will:

Build data as a product: collaborate with leaders in the Data organization to articulate a vision and strategy for the use of data at Etsy.
Manage, recruit, and develop teams of incredible product managers.
Develop 1-year roadmaps and 3-year strategy documents for data organization at Etsy.
Represent users in the design of data products to ensure we output solutions that people need/want most, evaluating whether to build or buy and what to build first.
Drive OKRs and set KPIs: clearly define requirements, goals, and success metrics for product managers and their teams.
Define and track success metrics that are meaningful to our customers.
Of course, this is just a sample of the kinds of work this role will require! You should assume that your role will encompass other tasks, too, and that your job duties and responsibilities may change from time to time at Etsy's discretion, or otherwise applicable with local law.


Qualifications


Ideally you'll bring:

A trust in and commitment to Etsy’s vision, mission and values.
At least 5 years of experience in leading product initiatives.
At least 2 years of managing product managers.
Broad knowledge of modern data technology - you will be invited to give a 30-minute presentation on the topic “Modern data and ML platform technology, and their evolution in the area of AI/ML in the last five years”.
Experience leading company-wide projects building data products and machine learning infrastructure.
Comfort working in a matrixed organization structure, as you will report to the VP of Product with a dotted-line to an engineering executive.
Knowledge of designing data-intensive applications is required. A B.S. in Computer Science or Software Development or related field is preferred but not required.
Experience in designing experiment platforms (A/B test platforms) and/or building machine learning products is a plus.

Additional Information


What's Next

If you're interested in joining the team at Etsy, please send a cover letter and resume telling us why you'd be right for the position. As you’ve hopefully seen already, Etsy is a place that values individuality and variety. We don’t want you to be like everyone else — we want you to be like you! So write to us and tell us what you’re all about.

Also point us to any online presence you may have (weblog, Twitter, Facebook, rap sheet), and if you write, draw, practice a craft, or contribute to something you’re proud of, that means a lot to us too. We would love to hear about it.

Our Promise

At Etsy, we believe that a diverse, equitable and inclusive workplace makes us a more relevant, more competitive, and more resilient company. We welcome people from all backgrounds, ethnicities, cultures, and experiences. Etsy is an equal opportunity employer. We do not discriminate on the basis of race, color, ancestry, religion, national origin, sexual orientation, age, citizenship, marital or family status, disability, gender identity or expression, veteran status, or any other legally protected status. We will ensure that individuals with disabilities are provided a reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. While Etsy supports visa sponsorship, sponsorship opportunities may be limited to certain roles and skillsets."
"Engineering Manager, SEO
Brooklyn, NY
21 days ago",https://www.indeed.com/cmp/Etsy/jobs?jk=9f4c356773484802&start=0#,"Company Description As an Etsy employee, you can do the work you love, be yourself, and make an impact in the lives of millions. Our commitments to diversity and inclusion, team culture and the spaces where we work all reflect our mission to keep commerce human.

Job Description


The Payments team at Etsy is committed to building and maintaining a resilient, streamlined and scalable payments platform for buyers, sellers and Etsy globally. Available in 45 countries, Etsy Payments enables buyers and sellers to transact in 21 currencies and offers 12 different methods to pay for items.

Checkout at Etsy is focused on building the best purchase experience for buyers shopping on Etsy - from adding items to a cart, providing contextual payment methods to a seamless checkout experience overall. We are improving the experience by learning from market and user research, data insights, constant experimentation and iteration.

We are working in cross-functional product development squads consisting of engineers, product manager, product designer, product marketer, data analyst and user researcher.

About the Role

Develop and own a product strategy that is clearly articulated, easily understood, and delivers meaningful value to our customers and business over time.
Responsible for prioritizing product features through continuous iteration and experimentation.
Collaborate closely with data analysts, product designers, product marketers and engineers to drive the execution of the product development team.
Accountable for the performance of key user flows when purchasing on Etsy.


Qualifications

3+ years of experience leading product initiatives, preferably with an ecommerce platform and checkout
Experienced with using qualitative and quantitative data (especially from A/B tests) to make product decisions. You also know when and how to balance data with intuition.
Inspiring, engaging and clear communication style; optimistic and forward-looking.
Natural collaborator who knows how to drive decision-making with Engineer, Product, Design, Analytics, and Research partners.
A passionate member of the Etsy community and someone who believes in Etsy's vision, mission and values!

Additional Information

At Etsy, we believe that a diverse, equitable and inclusive workplace makes us a more relevant, more competitive, and more resilient company. We welcome people from all backgrounds, ethnicities, cultures, and experiences. Etsy is an equal opportunity employer. We do not discriminate on the basis of race, color, ancestry, religion, national origin, sexual orientation, age, citizenship, marital or family status, disability, gender identity or expression, veteran status, or any other legally protected status. We will ensure that individuals with disabilities are provided a reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. While Etsy supports visa sponsorship, sponsorship opportunities may be limited to certain roles and skillsets."
